Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score,Environmental_Score,Social_Score,Governance_Score,Total_ESG_Score,ESG_Risk_Category
2022,SustainFin Services,40571,167.1,3390,605,36.42,57.44,625886,638,430352080,80.91,0.24896662,22.477886,57.44,24.07495245,High Risk
2022,SustainFin Services,8911,369.18,3340,183,23.85,81.23,666217,482,575114509,72.67,0.120696893,14.976217,81.23,28.91014386,High Risk
2023,Indifi Finance,16216,715.31,2692,196,39.11,74.7,1481294,1965,139858683,91.56,0.068913966,24.947294,74.7,29.92175379,High Risk
2024,EcoLend Capital,6408,689.91,4614,277,26.64,88.51,1809068,710,214605465,50.07,0.069162175,17.793068,88.51,31.91858527,High Risk
2024,UrbanGrowth NBFC,26621,1620.73,4588,1947,38.61,57.27,2326858,714,736691551,89.87,0.032345963,25.492858,57.27,24.84179579,High Risk
2023,SustainFin Services,25977,1702.19,3013,1305,33.56,86.13,3419496,1358,337223735,69.62,0.034610861,23.555496,86.13,32.91949314,High Risk
2024,Indifi Finance,18195,467.5,4811,1947,19.07,57.38,150593,1307,697997469,34.35,0.093446012,11.592593,57.38,20.7291563,High Risk
2024,NextGen Lending,48938,335.49,1279,449,49.29,83.32,3324291,249,437937975,85.78,0.143297436,32.898291,83.32,34.92280627,High Risk
2022,GreenCredit NBFC,45431,1304.91,3826,1468,38.25,56.39,550351,1114,567851563,72.86,0.039154884,23.500351,56.39,23.98276725,High Risk
2024,NextGen Lending,47577,1628.78,769,917,51.12,85.43,805419,278,121609142,30.52,0.064200519,31.477419,85.43,35.09790591,High Risk
2024,Indifi Finance,12113,1931.07,4439,1644,52.08,40.84,3996039,1058,645391500,92.62,0.029948862,35.244039,40.84,22.83719124,High Risk
2023,Indifi Finance,45910,112.91,508,653,35.7,60.25,1863218,1254,330719436,52.7,0.413973029,23.283218,60.25,25.22555461,High Risk
2023,Indifi Finance,27761,885.99,4313,1054,42.12,42.51,2790457,322,110962009,38.52,0.053183604,28.062457,42.51,21.19301054,High Risk
2025,SustainFin Services,29992,1494.58,3072,941,50.82,60.37,4742853,341,687692270,30.25,0.037529263,35.234853,60.37,28.69646761,High Risk
2022,Indifi Finance,18778,1674.26,1389,1701,42.21,61.08,3674992,713,149543457,77.84,0.047087038,29.000992,61.08,27.04313242,High Risk
2024,GreenCredit NBFC,26985,218.34,3138,1160,24.76,85.39,1979819,970,302220033,75.52,0.193872471,16.835819,85.39,30.74529469,High Risk
2024,SustainFin Services,9367,1393.17,4058,468,25.34,79.99,4132211,504,591365230,87.48,0.039307037,19.336211,79.99,29.81358611,High Risk
2025,NextGen Lending,15786,648.98,2039,1133,31.76,53.33,215611,1556,626190233,71.15,0.078248694,19.271611,53.33,21.81178278,High Risk
2024,GreenCredit NBFC,47706,241.73,353,1748,16.51,81.76,1856859,1580,516897051,77.14,0.251088563,11.762859,81.76,28.15729313,High Risk
2022,Bharat MicroFinance,49461,1029.29,309,556,29.84,49.07,4752796,1700,551105338,91.99,0.136555657,22.656796,49.07,21.57266106,High Risk
2025,FutureTrust Finance,35908,400.49,537,706,20.74,74.62,1398867,183,146514348,34.41,0.15657904,13.842867,74.62,26.60149172,High Risk
2022,NextGen Lending,16051,1500.31,706,216,48.09,53.87,1467550,1927,309926080,93.13,0.071023117,30.32155,53.87,25.28587425,High Risk
2025,Indifi Finance,41746,1508.4,2420,1564,46.29,88.35,1112958,1951,559374132,30.4,0.039633491,28.886958,88.35,35.1869408,High Risk
2025,UrbanGrowth NBFC,20611,1699.93,3265,181,22,86.68,4538145,1335,86012662,64.46,0.034174276,17.738145,86.68,31.33911321,High Risk
2023,UrbanGrowth NBFC,9490,817.38,2006,1249,26.39,55.09,805504,117,25209908,45.81,0.067053204,16.639504,55.09,21.54567248,High Risk
2022,SustainFin Services,36313,125.29,3417,1528,37.8,41.47,3036008,1124,373283142,37.05,0.3288651,25.716008,41.47,20.28734844,High Risk
2024,UrbanGrowth NBFC,11377,593.5,2646,1633,24.98,72.37,4983609,508,130993282,44.91,0.081371566,19.971609,72.37,27.73503133,High Risk
2024,NextGen Lending,14903,988.84,1188,387,17.22,48.14,4421936,67,879815518,89.66,0.067716981,14.753936,48.14,18.89526759,High Risk
2022,SustainFin Services,19567,1418.62,684,1574,45.61,45.88,3140336,922,632608629,53.51,0.073589259,30.506336,45.88,22.9453365,High Risk
2024,NextGen Lending,27885,825.88,3632,925,18.64,85.36,2600580,670,83569712,75.05,0.057768946,13.78458,85.36,29.76648158,High Risk
2024,Indifi Finance,33222,1118.49,2206,111,42.11,68.19,4768893,1907,260939714,41.34,0.050264792,30.034893,68.19,29.48757382,High Risk
2022,EcoLend Capital,31606,1096.1,373,1200,20.99,86.7,1561229,830,895834664,72.2,0.117871162,14.155229,86.7,30.30371716,High Risk
2025,EcoLend Capital,22440,413.47,2066,72,15.31,53.23,1666841,155,385672078,73.44,0.112599918,10.852841,53.23,19.26989227,High Risk
2022,GreenCredit NBFC,7260,1283.79,1581,1261,37.5,56.61,2973540,959,265860642,35.33,0.054265307,25.47354,56.61,24.64676812,High Risk
2025,Indifi Finance,35267,934.58,1662,1741,26.39,86.84,541676,1151,531529440,52.08,0.061701169,16.375676,86.84,30.98938327,High Risk
2024,UrbanGrowth NBFC,32002,1635.05,1253,1178,20.2,62.28,2306140,1119,47884241,92.64,0.049344063,14.42614,62.28,23.03157963,High Risk
2024,Indifi Finance,21833,1412.16,2800,347,42.4,51.7,4295901,427,70439102,62.26,0.040413755,29.735901,51.7,24.4469358,High Risk
2024,FutureTrust Finance,8498,311.79,4362,1813,40.77,60.76,1556953,1222,548124430,87.4,0.1386993,26.018953,60.76,26.08916562,High Risk
2023,EcoLend Capital,15518,1028.64,4783,1239,31.46,57.55,4603463,59,484046977,52.31,0.047091749,23.479463,57.55,24.3276756,High Risk
2025,UrbanGrowth NBFC,17501,1434.74,984,900,18.54,79.39,2971716,1743,194179900,76.39,0.060081608,14.095716,79.39,28.06974744,High Risk
2023,NextGen Lending,27254,265.32,3088,1059,33.63,60.55,4958415,967,426265679,53.47,0.161577127,25.136415,60.55,25.77055535,High Risk
2023,NextGen Lending,39076,1605.74,447,107,19.17,43.85,4496712,361,723652980,64.58,0.092792462,15.998712,43.85,17.99173058,High Risk
2022,EcoLend Capital,20902,521.81,1830,496,54.77,70.28,4249337,1488,316066455,94.97,0.094484966,37.111337,70.28,32.25519509,High Risk
2023,Indifi Finance,38485,1055.86,2706,492,24.39,84.44,490414,551,769338079,57.98,0.049749809,15.124414,84.44,29.88922412,High Risk
2022,UrbanGrowth NBFC,30545,1887.07,925,1059,15.12,85.64,3804251,225,47383083,46.12,0.054611472,12.876251,85.64,29.57671989,High Risk
2022,GreenCredit NBFC,8345,1185.54,2623,1584,23.8,64.11,4513718,870,453906308,73.39,0.048772152,18.793718,64.11,24.89062426,High Risk
2023,NextGen Lending,20370,905.7,3128,1606,39.79,40.66,3812788,1016,617006775,31.48,0.055228281,27.686788,40.66,20.52612771,High Risk
2025,Indifi Finance,33231,112.91,3683,1044,54.06,70.03,1810514,257,251992822,51.08,0.363312763,34.246514,70.03,31.42827931,High Risk
2025,GreenCredit NBFC,46863,353.49,2891,1635,36.02,63.39,2335329,439,292244047,76.04,0.12417457,23.947329,63.39,26.25086853,High Risk
2025,Bharat MicroFinance,14642,1199.46,2349,947,32.8,87.08,759665,81,166764823,56.04,0.048168633,20.439665,87.08,32.27516695,High Risk
2025,UrbanGrowth NBFC,22839,1038.27,4352,804,54.69,84.3,2709818,818,556020527,81.89,0.046732549,35.523818,84.3,35.96583842,High Risk
2025,EcoLend Capital,28681,791.28,3464,386,21.6,84.98,4638097,1869,138678165,63.19,0.060257503,17.598097,84.98,30.7975321,High Risk
2023,Bharat MicroFinance,12035,1854.11,4726,1916,22.91,79.14,2354163,1705,628063821,36.61,0.030414285,16.100163,79.14,28.58421461,High Risk
2023,FutureTrust Finance,38299,731.72,2711,318,30.23,52.49,3244116,1682,230811086,81.92,0.066515057,21.382116,52.49,22.18824082,High Risk
2024,Bharat MicroFinance,40035,1120.59,4457,105,44.9,68.82,629573,778,351675538,92.48,0.043175811,27.569573,68.82,28.93414222,High Risk
2025,SustainFin Services,28583,1180.56,2164,1050,27.1,82.31,4070214,1352,433987341,34.67,0.048795017,20.330214,82.31,30.81158221,High Risk
2023,EcoLend Capital,27105,1102.19,2279,269,33.8,79.32,2325390,1513,529036170,93.74,0.050561859,22.60539,79.32,30.59784174,High Risk
2024,GreenCredit NBFC,21130,1007.41,1395,1090,52.57,81.19,1207356,1682,794319529,49.48,0.062630939,32.749356,81.19,34.20685918,High Risk
2025,Indifi Finance,18736,740.42,2344,1886,49.91,63.88,4209728,467,881293089,67.11,0.068423223,34.155728,63.88,29.43808769,High Risk
2022,Bharat MicroFinance,47281,1826.65,338,1382,52.88,53.29,1311972,974,650471988,35.13,0.111289911,33.039972,53.29,25.94350756,High Risk
2024,NextGen Lending,18815,956.53,4436,137,21.67,43.15,3535041,1835,624075505,83.25,0.050175143,16.537041,43.15,17.92618236,High Risk
2023,UrbanGrowth NBFC,29396,1104.05,1536,1054,34.29,53.92,926093,1527,155712000,58.64,0.05678204,21.500093,53.92,22.64874072,High Risk
2022,Bharat MicroFinance,29312,1347.31,3227,531,43.52,40.98,418866,709,671214462,57.79,0.040008819,26.530866,40.98,20.26926333,High Risk
2022,EcoLend Capital,17244,228.55,1888,1110,44.32,56.32,4289481,92,462294741,91.14,0.192645974,30.881481,56.32,26.23750269,High Risk
2022,NextGen Lending,47668,1584.45,397,703,37,87.63,4482391,1474,888345997,55.54,0.101441457,26.682391,87.63,34.33429388,High Risk
2024,NextGen Lending,16718,1073.76,1644,1186,47.83,53.38,255338,965,105087033,75.31,0.057294921,28.953338,53.38,24.72291937,High Risk
2023,FutureTrust Finance,21784,1348.64,2612,247,16.71,86.52,1981916,267,164872074,91.78,0.042522118,12.007916,86.52,29.57538365,High Risk
2022,UrbanGrowth NBFC,35683,1566.82,4833,986,22.88,88.64,4873744,1817,880090929,91.06,0.032577477,18.601744,88.64,32.18555419,High Risk
2025,Bharat MicroFinance,49590,1760.79,3737,1257,28.12,45.14,1456864,1827,522106754,83.4,0.031349866,18.328864,45.14,19.05319915,High Risk
2022,GreenCredit NBFC,48997,845.22,1492,1991,44.16,80.59,1853002,1577,265472011,90.77,0.068044478,28.349002,80.59,32.70891839,High Risk
2022,UrbanGrowth NBFC,36428,1641.72,4218,901,51.07,87.44,2662166,1626,872219304,55.45,0.032300609,33.304166,87.44,36.23617004,High Risk
2024,Bharat MicroFinance,41759,591.79,502,456,36.15,50.51,2485360,435,342145477,69.34,0.128070908,24.17536,50.51,22.45683636,High Risk
2024,UrbanGrowth NBFC,31490,1354.64,2226,1757,43.33,59.25,4497321,1478,761639685,60.26,0.043957913,30.495321,59.25,26.94117947,High Risk
2023,Indifi Finance,45701,295.14,1393,465,38.78,81.9,2645227,1366,590961107,62.36,0.157721595,25.913227,81.9,32.40705674,High Risk
2025,SustainFin Services,46001,138.06,4014,1799,51.98,47.03,2236766,682,359761034,75.96,0.297855105,33.424766,47.03,24.25557184,High Risk
2024,Bharat MicroFinance,21410,281.95,4463,792,51,68,831065,797,291619849,33.28,0.149992276,31.431065,68,29.88931641,High Risk
2022,NextGen Lending,40386,706.83,4510,1187,47.32,52.07,453548,1638,812748974,87.41,0.06398541,28.845548,52.07,24.30025856,High Risk
2023,GreenCredit NBFC,14362,159.08,343,1416,26.18,78.25,794677,927,750471235,91.88,0.340998216,16.502677,78.25,28.56220239,High Risk
2022,Bharat MicroFinance,44407,1297.93,3819,432,29.92,70.94,3714479,1905,262600597,51.13,0.039349332,21.666479,70.94,27.79768343,High Risk
2022,Bharat MicroFinance,29011,701.43,3494,1579,31.66,70.88,3309289,1884,679926639,57.56,0.066646599,22.305289,70.88,27.98224534,High Risk
2024,Indifi Finance,12042,1499.11,2087,133,15.17,85.81,1520633,1402,253551003,89.93,0.043548479,10.622633,85.81,28.94720929,High Risk
2023,NextGen Lending,30286,187.24,4764,1750,24.24,73.62,3744260,515,592385391,46.58,0.220917352,18.28826,73.62,27.66084494,High Risk
2025,SustainFin Services,16391,511.73,2212,540,43.55,47.37,4738888,200,310469639,89.19,0.09355888,30.868888,47.37,23.50908995,High Risk
2025,Indifi Finance,31999,875.21,1527,863,36.78,48.7,600660,1639,453577423,83.72,0.066287212,22.66866,48.7,21.43711288,High Risk
2024,SustainFin Services,7018,827.04,1943,600,53.31,53.73,803921,249,282384117,91.04,0.068080018,32.789921,53.73,25.98320831,High Risk
2024,SustainFin Services,17952,348.9,3030,299,16.17,41.9,1922970,1185,590037707,44.15,0.126218143,11.62497,41.9,16.10797826,High Risk
2023,SustainFin Services,21240,1988.86,1167,668,30.13,58.25,4607442,373,804249585,77.92,0.047231394,22.685442,58.25,24.29952516,High Risk
2025,Indifi Finance,26262,640.44,334,1491,43.29,59.15,717471,1804,157853438,48.96,0.153419755,26.691471,59.15,25.8138092,High Risk
2025,UrbanGrowth NBFC,24282,1469.96,4314,1410,20.35,75.47,3078798,100,741456488,80.95,0.035401211,15.288798,75.47,27.24179988,High Risk
2025,Bharat MicroFinance,27459,518.05,2845,1536,34.98,56.41,986373,1443,758764067,81.73,0.088849978,21.974373,56.41,23.55085189,High Risk
2022,SustainFin Services,39815,1767.92,4436,646,15.63,82.83,3152648,838,25269953,37.23,0.030141792,12.530648,82.83,28.62025112,High Risk
2025,UrbanGrowth NBFC,22942,836.74,4701,1195,22.21,59.21,2548077,583,281343055,33.31,0.055493841,15.874077,59.21,22.54742064,High Risk
2022,Bharat MicroFinance,6722,1811.71,3982,1330,52.53,89.97,110560,97,275938206,55.54,0.034075449,31.62856,89.97,36.49319818,High Risk
2023,NextGen Lending,41820,749.49,4795,414,38.97,63.75,3723459,910,35017293,84,0.060343502,27.105459,63.75,27.2807751,High Risk
2022,Bharat MicroFinance,6651,116.42,234,1239,45.37,84.37,1439799,916,308180228,42.21,0.476299305,28.661799,84.37,34.10005942,High Risk
2023,NextGen Lending,26606,1082.34,4951,1939,19.09,51.04,4939624,1608,660997014,67.33,0.044143911,16.393624,51.04,20.24774476,High Risk
2025,GreenCredit NBFC,39546,1097.1,4951,974,24.38,40.17,253106,1591,737890596,36.16,0.04327775,14.881106,40.17,16.5326429,High Risk
2025,FutureTrust Finance,5683,327.68,3977,1779,22.68,65.65,2831890,181,753873608,37.98,0.134892589,16.43989,65.65,24.68092404,High Risk
2023,UrbanGrowth NBFC,47239,546.43,3949,965,25.99,65.75,4244641,1301,300533157,71.37,0.081434351,19.838641,65.75,25.70916604,High Risk
2024,Bharat MicroFinance,23394,1588.64,4319,1115,25.33,87.75,4373181,690,261733684,75.68,0.033407202,19.571181,87.75,32.20971718,High Risk
2023,NextGen Lending,23966,169.84,3229,1642,37.54,49.76,3461565,764,792742514,46.07,0.246058355,25.985565,49.76,22.82209284,High Risk
2024,FutureTrust Finance,31469,1030.1,4729,1309,43.23,49.86,3781579,738,485658787,75.42,0.046128336,29.719579,49.86,23.89232503,High Risk
2022,SustainFin Services,13505,1107.78,2462,932,36.94,60.97,355578,578,792037822,37.89,0.050514867,22.519578,60.97,25.06707935,High Risk
2022,FutureTrust Finance,45211,1408.55,563,894,26.96,65.88,298821,1889,887554373,64.62,0.082347521,16.474821,65.88,24.73938531,High Risk
2022,FutureTrust Finance,10492,171.17,2714,1593,42.79,72.09,3625490,1642,312132529,56.73,0.247598926,29.29949,72.09,30.51588657,High Risk
2025,SustainFin Services,21827,1212.73,1024,1288,37.08,54.74,4640707,893,207025011,56.81,0.063654754,26.888707,54.74,24.514074,High Risk
2022,UrbanGrowth NBFC,32492,105.89,1346,108,40.54,53.25,2300834,947,771346749,32.94,0.400962062,26.624834,53.25,24.12283502,High Risk
2024,Bharat MicroFinance,8266,603.84,4863,801,23.46,82.02,4903222,442,537851420,39.3,0.07604107,18.979222,82.02,30.33018303,High Risk
2022,SustainFin Services,10909,1049.4,797,1468,53.39,64.76,3799510,680,814375959,86.77,0.078508196,35.83351,64.76,30.20945628,High Risk
2023,GreenCredit NBFC,17869,1831.43,2712,392,28.11,86.58,3953709,199,151183523,93.29,0.034581689,20.819709,86.58,32.23374538,High Risk
2023,EcoLend Capital,44782,340.52,803,1317,29.79,74.17,4833836,1729,853360100,43.16,0.155497215,22.707836,74.17,29.12554969,High Risk
2025,Bharat MicroFinance,26863,421.65,1556,597,36.62,43.12,3421034,707,569446153,81.29,0.115262393,25.393034,43.12,20.60001516,High Risk
2023,Indifi Finance,49055,1371.58,1471,333,16.99,45.36,2073325,1391,770948564,92.64,0.050169295,12.267325,45.36,17.30826522,High Risk
2024,SustainFin Services,12819,812.24,3885,130,22.65,83.48,2732765,1435,181965394,58.12,0.059308812,16.322765,83.48,29.96455302,High Risk
2022,SustainFin Services,34136,1284.5,2320,633,47.51,50.53,2715574,1687,365834789,80.1,0.044950394,31.221574,50.53,24.54345236,High Risk
2025,FutureTrust Finance,19837,1995.16,1929,562,46.75,48.4,4772794,1306,77658800,70.35,0.037112942,32.822794,48.4,24.38168338,High Risk
2022,GreenCredit NBFC,15056,1975.06,433,1422,20.67,84.38,117377,412,232624132,44.68,0.091529175,12.519377,84.38,29.10642477,High Risk
2022,NextGen Lending,5715,772.06,1411,485,38.59,87.72,1088003,1106,187678769,69.43,0.078320305,24.242003,87.72,33.61992902,High Risk
2024,NextGen Lending,22275,1057.46,1500,820,17.65,72.62,1040589,464,541641646,72.47,0.059173291,11.630589,72.62,25.29884602,High Risk
2023,FutureTrust Finance,25191,1818.91,2666,1342,17.98,45.08,1758382,1350,549645551,92.92,0.034434907,12.546382,45.08,17.30168856,High Risk
2023,UrbanGrowth NBFC,21884,275.12,3813,1938,46.98,41.1,4729396,834,816477320,38.3,0.154629787,32.917396,41.1,22.26707071,High Risk
2022,Bharat MicroFinance,13894,959.38,2200,328,33.82,69.94,4943704,476,744257242,84.89,0.057489163,25.235704,69.94,28.57570687,High Risk
2025,SustainFin Services,23717,817.4,622,776,52.06,42.95,3382110,1443,48812930,55.56,0.098432076,34.61811,42.95,23.30980583,High Risk
2023,Bharat MicroFinance,23578,660.28,2272,1363,34.12,67.41,1931158,1576,837784455,85.14,0.075056958,22.403158,67.41,26.97397018,High Risk
2025,Bharat MicroFinance,28321,1988.99,1651,1739,47.28,60.09,2440449,727,781473427,40.33,0.0393408,30.808449,60.09,27.28527102,High Risk
2023,SustainFin Services,47969,1493.74,2602,1846,40.55,41.63,3424145,1964,768551753,55.51,0.038933418,27.754145,41.63,20.83081687,High Risk
2025,FutureTrust Finance,29959,838.62,4203,1977,32.22,87.7,2091913,1689,725947531,80.05,0.055836535,21.423913,87.7,32.75950851,High Risk
2024,Bharat MicroFinance,15515,1675.14,2102,642,37.19,40.45,1523344,370,49351169,50.12,0.040084336,23.837344,40.45,19.30223693,High Risk
2025,SustainFin Services,14077,1030.37,4936,942,52.37,57.71,4103989,139,214289077,51.59,0.047029938,35.525989,57.71,27.98960868,High Risk
2024,UrbanGrowth NBFC,26443,1758.37,4872,1738,18.03,80.28,3338261,623,46498151,91.51,0.030040492,14.156261,80.28,28.3428945,High Risk
2024,Bharat MicroFinance,15443,606.12,4321,520,36.18,88.72,3281750,1389,369168636,38.09,0.074878998,24.98975,88.72,34.1428766,High Risk
2025,EcoLend Capital,42208,524.84,729,488,17.07,42.26,700155,1184,752217321,64.26,0.118076732,10.942155,42.26,16.00787719,High Risk
2024,Indifi Finance,6783,569.84,1131,1613,37.22,87.54,1806197,624,556576883,66.58,0.101143163,24.138197,87.54,33.54391637,High Risk
2022,Indifi Finance,18113,1123.11,3986,1849,39.28,56.82,3991069,1683,435734014,64.04,0.044798001,27.559069,56.82,25.3316399,High Risk
2024,Indifi Finance,10385,653.5,1989,1820,47.3,47.92,2931948,474,45214530,59.65,0.079180613,31.311948,47.92,23.80125665,High Risk
2023,EcoLend Capital,41885,379.53,1775,941,46.93,81.18,3772785,538,473353624,77.45,0.123011168,31.930785,81.18,33.98243997,High Risk
2025,SustainFin Services,11982,1989.79,3301,1348,15.4,72.13,4077896,333,891171192,92.84,0.031694535,13.317896,72.13,25.64704661,High Risk
2022,FutureTrust Finance,40351,1810.82,1510,190,17.85,44.96,890783,1209,282578952,37.87,0.042700466,11.600783,44.96,16.98531509,High Risk
2025,NextGen Lending,47689,1306.52,1665,1995,42.38,70.92,1089416,1432,515947053,49.57,0.049262775,26.517416,70.92,29.25092991,High Risk
2023,GreenCredit NBFC,18407,1793.93,3710,728,22.31,80.83,2919326,928,201434270,55.78,0.032013482,16.305326,80.83,29.15340319,High Risk
2023,SustainFin Services,20316,1877.38,4630,1380,36.13,67.45,2558564,957,460013155,59.79,0.029262439,24.236564,67.45,27.51767418,High Risk
2023,EcoLend Capital,29838,1384.61,2661,823,24.27,57.13,1673256,537,42999572,85.91,0.041168388,16.235256,57.13,22.02604416,High Risk
2024,Bharat MicroFinance,32207,1085.49,1783,318,48.38,50.69,2909774,1275,654624454,76.12,0.054606767,31.937774,50.69,24.81017491,High Risk
2024,UrbanGrowth NBFC,33402,1775.8,789,1570,42.24,77.53,2487926,1443,94036394,91.17,0.061446023,27.831926,77.53,31.63315621,High Risk
2025,EcoLend Capital,7430,1178.81,2530,101,32.42,59.96,2700607,542,878348627,53.52,0.049827918,22.152607,59.96,24.65371327,High Risk
2025,Bharat MicroFinance,44828,340.92,1670,554,23.99,81.6,3155051,1284,720576036,57.88,0.135962875,17.549051,81.6,29.79910045,High Risk
