Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score
2022,SustainFin Services,13505,1107.78,2462,932,36.94,60.97,355578,578,792037822,37.89
2022,FutureTrust Finance,45211,1408.55,563,894,26.96,65.88,298821,1889,887554373,64.62
2022,FutureTrust Finance,10492,171.17,2714,1593,42.79,72.09,3625490,1642,312132529,56.73
2025,SustainFin Services,21827,1212.73,1024,1288,37.08,54.74,4640707,893,207025011,56.81
2022,UrbanGrowth NBFC,32492,105.89,1346,108,40.54,53.25,2300834,947,771346749,32.94
2024,Bharat MicroFinance,8266,603.84,4863,801,23.46,82.02,4903222,442,537851420,39.3
2022,SustainFin Services,10909,1049.4,797,1468,53.39,64.76,3799510,680,814375959,86.77
2023,GreenCredit NBFC,17869,1831.43,2712,392,28.11,86.58,3953709,199,151183523,93.29
2023,EcoLend Capital,44782,340.52,803,1317,29.79,74.17,4833836,1729,853360100,43.16
2025,Bharat MicroFinance,26863,421.65,1556,597,36.62,43.12,3421034,707,569446153,81.29
2023,Indifi Finance,49055,1371.58,1471,333,16.99,45.36,2073325,1391,770948564,92.64
2024,SustainFin Services,12819,812.24,3885,130,22.65,83.48,2732765,1435,181965394,58.12
2022,SustainFin Services,34136,1284.5,2320,633,47.51,50.53,2715574,1687,365834789,80.1
2025,FutureTrust Finance,19837,1995.16,1929,562,46.75,48.4,4772794,1306,77658800,70.35
2022,GreenCredit NBFC,15056,1975.06,433,1422,20.67,84.38,117377,412,232624132,44.68
2022,NextGen Lending,5715,772.06,1411,485,38.59,87.72,1088003,1106,187678769,69.43
2024,NextGen Lending,22275,1057.46,1500,820,17.65,72.62,1040589,464,541641646,72.47
2023,FutureTrust Finance,25191,1818.91,2666,1342,17.98,45.08,1758382,1350,549645551,92.92
2023,UrbanGrowth NBFC,21884,275.12,3813,1938,46.98,41.1,4729396,834,816477320,38.3
2022,Bharat MicroFinance,13894,959.38,2200,328,33.82,69.94,4943704,476,744257242,84.89
2025,SustainFin Services,23717,817.4,622,776,52.06,42.95,3382110,1443,48812930,55.56
2023,Bharat MicroFinance,23578,660.28,2272,1363,34.12,67.41,1931158,1576,837784455,85.14
2025,Bharat MicroFinance,28321,1988.99,1651,1739,47.28,60.09,2440449,727,781473427,40.33
2023,SustainFin Services,47969,1493.74,2602,1846,40.55,41.63,3424145,1964,768551753,55.51
2025,FutureTrust Finance,29959,838.62,4203,1977,32.22,87.7,2091913,1689,725947531,80.05
2024,Bharat MicroFinance,15515,1675.14,2102,642,37.19,40.45,1523344,370,49351169,50.12
2025,SustainFin Services,14077,1030.37,4936,942,52.37,57.71,4103989,139,214289077,51.59
2024,UrbanGrowth NBFC,26443,1758.37,4872,1738,18.03,80.28,3338261,623,46498151,91.51
2024,Bharat MicroFinance,15443,606.12,4321,520,36.18,88.72,3281750,1389,369168636,38.09
2025,EcoLend Capital,42208,524.84,729,488,17.07,42.26,700155,1184,752217321,64.26
2024,Indifi Finance,6783,569.84,1131,1613,37.22,87.54,1806197,624,556576883,66.58
2022,Indifi Finance,18113,1123.11,3986,1849,39.28,56.82,3991069,1683,435734014,64.04
2024,Indifi Finance,10385,653.5,1989,1820,47.3,47.92,2931948,474,45214530,59.65
2023,EcoLend Capital,41885,379.53,1775,941,46.93,81.18,3772785,538,473353624,77.45
2025,SustainFin Services,11982,1989.79,3301,1348,15.4,72.13,4077896,333,891171192,92.84
2022,FutureTrust Finance,40351,1810.82,1510,190,17.85,44.96,890783,1209,282578952,37.87
2025,NextGen Lending,47689,1306.52,1665,1995,42.38,70.92,1089416,1432,515947053,49.57
2023,GreenCredit NBFC,18407,1793.93,3710,728,22.31,80.83,2919326,928,201434270,55.78
2023,SustainFin Services,20316,1877.38,4630,1380,36.13,67.45,2558564,957,460013155,59.79
2023,EcoLend Capital,29838,1384.61,2661,823,24.27,57.13,1673256,537,42999572,85.91
2024,Bharat MicroFinance,32207,1085.49,1783,318,48.38,50.69,2909774,1275,654624454,76.12
2024,UrbanGrowth NBFC,33402,1775.8,789,1570,42.24,77.53,2487926,1443,94036394,91.17
2025,EcoLend Capital,7430,1178.81,2530,101,32.42,59.96,2700607,542,878348627,53.52
2025,Bharat MicroFinance,44828,340.92,1670,554,23.99,81.6,3155051,1284,720576036,57.88
2022,NextGen Lending,7936,797.03,3669,296,41.37,78.21,1644807,1507,18215837,52.63
2022,Indifi Finance,16864,947.25,1121,904,29.05,77.62,573991,751,440307430,36.38
2025,SustainFin Services,30115,1877.2,370,85,38.56,79.7,3443144,571,427665953,61.3
2024,NextGen Lending,14307,1352.45,4498,1963,41.72,67.78,3022019,101,522695043,68.66
2023,Indifi Finance,11709,1763.03,4575,156,20.51,78.98,3749758,89,301722844,61.19
2025,GreenCredit NBFC,34854,1539.42,603,1986,16.97,83.94,786472,379,592726405,83.72
2022,Bharat MicroFinance,46843,688.74,3727,1010,34.73,55.05,3705080,940,287531431,49.66
2024,Bharat MicroFinance,25707,1465.55,1231,1628,21.33,52.59,1920970,110,751377554,88.63
2025,UrbanGrowth NBFC,44384,471.07,1605,1214,18.59,62.94,1475305,1896,544406000,42.12
2025,Indifi Finance,40187,875.48,2265,141,18.56,67.64,4969285,805,688239521,72.75
2024,GreenCredit NBFC,6399,1631.57,1345,1264,43.08,41.41,3042536,951,669094760,59.74
2025,Bharat MicroFinance,47536,1262.67,3765,1256,51.21,49.09,828935,674,554706063,63.08
2024,EcoLend Capital,29188,1668.28,2102,255,52.27,41.11,1203860,1248,704081602,54.13
2023,Indifi Finance,19245,583.94,1963,929,52.44,68.09,1635933,333,809344341,41.09
2024,Indifi Finance,28371,1524.52,4890,1727,41.84,78.56,1246343,415,190661135,42.13
2024,FutureTrust Finance,37286,484.42,4784,760,52.03,81.32,1468323,980,782610590,37.29
2024,UrbanGrowth NBFC,26693,1136.08,323,1686,20.27,67.92,639122,1287,453626192,44.29
2025,UrbanGrowth NBFC,39303,923.72,806,90,39.06,42.06,1672333,838,435551358,31.21
2025,NextGen Lending,26137,1157.3,4417,1500,45.4,69.54,4961417,419,135810532,33.69
2024,EcoLend Capital,46049,357.51,3121,752,52.72,59.97,108525,154,747354262,54.35
2025,FutureTrust Finance,20365,786.33,1294,1411,28.13,82.44,3980083,1478,856885669,30.22
2022,NextGen Lending,18450,1367.12,2351,1754,38.39,60.33,3463247,1878,711592827,88.34
2022,GreenCredit NBFC,9190,1161.21,2913,570,31.14,75.91,399214,1241,520490970,86.17
2025,NextGen Lending,47861,1143.04,4968,791,36.53,49.74,1246385,1711,451155780,77.13
2025,GreenCredit NBFC,48639,1070.58,1915,709,35.14,86.17,836157,1810,536721176,87.13
2024,EcoLend Capital,28937,1893.38,1903,1990,48.99,54.76,4023335,1376,831796426,90.19
2023,Bharat MicroFinance,12452,1875.68,3659,663,47.96,40.29,4191485,112,659817028,52.61
2025,UrbanGrowth NBFC,8960,784.28,3683,1941,30.8,44.08,4285304,1308,643465651,56.07
2022,Bharat MicroFinance,44602,768.6,2699,1610,26.24,51.47,4590566,448,14556375,90.39
2024,GreenCredit NBFC,35185,1154.31,2089,1820,49.04,48.27,2689407,1768,401174351,65.97
2025,EcoLend Capital,15564,281.65,4856,335,53.19,49.52,4930872,749,567561409,71.33
2022,Bharat MicroFinance,10091,675.71,2095,1457,15.74,68.96,3182075,451,314795219,85.87
2022,NextGen Lending,35519,538.65,3127,633,35.04,63.67,4585669,984,467451331,94.44
2023,GreenCredit NBFC,8710,524.44,2893,1610,45.86,75.6,2560731,1974,251032993,68.8
2024,SustainFin Services,44395,1313.16,4441,305,54.44,79.52,760757,549,433033333,85.76
2024,Indifi Finance,12988,830.27,3625,143,36.22,65.83,563013,550,419905479,88.72
2023,NextGen Lending,40754,425.21,3905,719,43.76,69.64,4601829,111,68104513,93.59
2023,UrbanGrowth NBFC,33114,1786.39,2761,1534,52.33,78.79,4660093,774,345828841,44.75
2024,Bharat MicroFinance,28074,1760.88,2026,80,30.01,44.49,3712423,104,673622471,62.01
2024,NextGen Lending,26198,1738.68,3706,657,50.39,61.7,4815122,1491,666371699,56.1
2025,SustainFin Services,15509,842.42,4623,1365,25.65,66.42,1978141,1057,708876247,30.4
2025,EcoLend Capital,30180,208.27,2675,730,44.02,69.89,1466192,1997,611718141,38.93
2023,EcoLend Capital,21560,302.81,3044,622,53.24,67.12,166229,477,34359103,34.96
2025,NextGen Lending,48281,624.49,4203,974,40.93,57.54,111830,948,841407340,75.52
2022,SustainFin Services,47674,517.94,3384,1604,30.05,54.38,1334181,1493,116229792,92.89
2025,Bharat MicroFinance,43938,1760.57,3365,822,18.12,62.04,1865525,1588,221647708,46.16
2025,NextGen Lending,40391,1974.08,4921,709,23.03,43.33,1343983,415,196507135,86.39
2022,Indifi Finance,33731,1651.68,3790,1023,44.17,63.56,1172765,1345,268261593,90.23
2023,Indifi Finance,24162,1486.71,2644,1308,54.59,88.29,1983120,1638,585824559,55.59
2022,FutureTrust Finance,30236,1218.39,4829,334,48.99,42.69,4012807,1128,94332611,40.56
2025,GreenCredit NBFC,42133,1562.83,4352,564,46.66,47.65,3118213,1490,102226177,91.59
2023,FutureTrust Finance,16379,1899.36,3444,389,15.75,71.52,4161069,877,297003607,93.3
2025,Bharat MicroFinance,9340,1242.55,893,586,44.35,75.37,4899143,514,395542532,91.68
2022,Indifi Finance,9755,393.77,3273,282,48.1,63.76,1771550,541,453550277,35.74
2022,SustainFin Services,46866,411.33,3740,374,28,85.84,3529490,1128,665678136,31.16
2025,GreenCredit NBFC,24905,1209.34,4413,1128,54.99,64.09,1193671,1731,584866654,55.72
2024,Bharat MicroFinance,23259,733.59,1819,1513,16.43,45.47,3727892,821,170946714,83.57
2024,SustainFin Services,36255,1829.47,4114,974,30.64,63.95,4496138,1479,762385328,64.74
2022,Bharat MicroFinance,41726,1262.12,4073,1315,23.51,65.74,2954199,1819,521875871,56.78
2022,FutureTrust Finance,39904,1385.34,3852,686,53.9,61.44,1640624,1722,414570334,72.53
2024,EcoLend Capital,48556,111.06,764,1370,41.88,85.73,3016560,1592,551752080,80.22
2024,SustainFin Services,46813,1047.81,4229,179,31.67,63.96,1452917,617,680306832,54.42
2025,FutureTrust Finance,36614,919.21,695,1591,53.9,74.62,2972237,237,325161405,35.33
2025,FutureTrust Finance,5506,1441.16,2085,277,17.46,65.43,3237468,847,172808948,91.26
2024,FutureTrust Finance,13599,827.01,1000,236,23.78,76.33,4074520,580,409446250,65.94
2025,EcoLend Capital,26774,1955.49,4108,1266,31.9,45.45,1548853,1517,794521466,40.79
2025,EcoLend Capital,13715,1373.39,840,1360,19.97,87.25,4681177,107,817889166,43.39
2023,NextGen Lending,26997,1353.84,362,1932,54.88,70.59,4356484,986,526590037,74.8
2025,EcoLend Capital,40818,1846.75,4546,1438,37.94,55.39,154898,1418,224337933,30.46
2022,GreenCredit NBFC,19783,1990.89,843,1174,21.49,51.67,2301984,150,361834969,78.64
2025,EcoLend Capital,36262,475.86,4624,1119,24.94,76.89,4153462,1192,484158542,92.8
2025,EcoLend Capital,28476,1640.01,2365,621,30.85,53.37,516349,173,691097855,69.66
2024,EcoLend Capital,7397,408.41,4664,1631,44.05,62.44,4610573,1997,774969204,78.4
2022,Bharat MicroFinance,45680,968.38,2995,324,27.16,70.84,3476080,1001,392783229,83.2
2025,SustainFin Services,32475,290.35,1338,1330,26.92,82.89,150110,843,150092860,73.76
2025,EcoLend Capital,39077,1284.4,3908,784,40.04,81.46,3150175,791,690078913,64.53
2023,GreenCredit NBFC,44970,990.18,4490,67,16.83,73.35,1214396,1876,516218315,82.11
2025,Bharat MicroFinance,12700,1294.53,337,1976,43.48,53.25,886862,1250,344085879,42.74
2025,FutureTrust Finance,9718,1388.13,1883,1954,36.91,48.1,186443,1665,775007877,75.65
2023,SustainFin Services,32111,1276.92,4451,465,32.36,67.27,4193551,1250,504343593,45.86
2024,Indifi Finance,43718,658.66,1258,276,30.72,84.08,1943643,1391,171217667,87.05
2025,Bharat MicroFinance,15233,1690.22,4814,1297,23.84,60.42,2943860,1020,80127307,87.69
2023,EcoLend Capital,19171,1148.2,4477,364,24.61,76.85,4864090,1316,404768136,69.5
2022,Bharat MicroFinance,15726,1030.72,2216,114,34.99,81.6,3566688,467,897524241,63.82
2024,NextGen Lending,31768,1975.42,369,1042,22.93,53.13,3755197,302,842694275,57.76
2022,NextGen Lending,22139,638.67,2744,829,37.71,88.22,1709876,1504,195084164,92.96
2022,Bharat MicroFinance,5145,1103.26,4103,222,40.99,52.75,366843,1603,758718333,31.79
2023,FutureTrust Finance,49782,1396.42,1587,1737,33.31,69.47,3143570,1604,811269736,53.9
2025,FutureTrust Finance,24958,337.93,3251,487,19.28,73.4,3960370,568,168539454,43.33
2023,SustainFin Services,31203,773.06,3866,1845,52.5,67.65,3732252,1736,772578243,50.07
2023,NextGen Lending,26307,1623.21,2960,1152,48.33,71.08,3936170,1140,480623783,63.86
2023,Indifi Finance,39626,549.84,4035,273,53.14,50.56,1825849,1076,31495607,76.67
2023,UrbanGrowth NBFC,42490,1037.25,3149,1353,29.73,47.22,2758599,543,395157864,69.66
2024,NextGen Lending,8598,1298.2,1560,72,16.29,40.77,3634139,870,670895963,81.32
2025,Bharat MicroFinance,18583,1375.21,2249,394,32.45,70.44,1263820,1614,852308338,78.29
2022,NextGen Lending,22013,1483.79,622,779,33.6,86.2,3584773,530,490202491,44.37
2022,GreenCredit NBFC,49126,1745.36,4173,326,43.26,74.03,4625522,629,446098357,47.27
2025,UrbanGrowth NBFC,41286,846.43,3029,1783,44.39,72.55,3070010,90,570476099,49.26
2022,FutureTrust Finance,42120,1442.6,345,199,31.99,66.63,1135341,744,802728351,51.51
2025,UrbanGrowth NBFC,49874,1491.13,2573,683,54.09,70.91,192481,492,307261906,67.8
2022,NextGen Lending,45197,670.52,4883,158,19.49,76.16,1256736,1446,373539925,90.85
2023,FutureTrust Finance,14096,1939.5,429,1816,51.1,47.56,2766463,1779,378064705,82.43
2022,UrbanGrowth NBFC,10555,1743.92,2141,1814,45.8,76.52,567496,305,566853831,67.81
2025,FutureTrust Finance,37719,650.74,2069,764,36.33,47.76,4639332,512,219889661,49.81
2025,FutureTrust Finance,12997,1382.63,4880,1878,45.5,54.72,838843,856,333134755,35.07
2025,SustainFin Services,15809,1463.82,2865,335,45.17,56.97,4506410,1455,72161465,74.99
2025,Indifi Finance,32365,919.82,3793,1360,21.67,54.28,3315221,1383,653619015,33.04
2025,FutureTrust Finance,30618,1741.11,4066,1362,36.3,66.23,2558352,1947,385363863,36.73
2024,GreenCredit NBFC,30964,1411.44,3029,926,33.84,67.76,2334522,976,68677159,90.03
2024,NextGen Lending,14868,1350.49,3536,125,34.77,80.98,2583120,1086,437680580,43.18
2022,NextGen Lending,26882,519.6,1441,1484,21.73,68.86,4720071,471,571928677,77.86
2025,GreenCredit NBFC,25639,874.9,3495,299,30.4,89.82,3660694,296,699204171,58.99
2022,EcoLend Capital,41963,924.45,1584,127,35.75,74.74,2590565,460,18998184,57.65
2025,FutureTrust Finance,46224,1493.96,3562,816,42.37,76.48,2111146,924,703843992,35.77
2025,Bharat MicroFinance,41589,1274.95,1588,934,31.93,89.89,515713,1365,330833967,67.66
2024,FutureTrust Finance,34470,263.14,305,1387,40.88,51.71,425286,77,620112482,82.72
2024,FutureTrust Finance,49446,684.63,3850,946,39.7,72.33,4833445,340,130434712,61.25
2023,Bharat MicroFinance,10178,998.79,2021,1649,47.52,84.4,857499,771,284713685,64.21
2024,UrbanGrowth NBFC,15898,1499.79,484,1067,31.6,88.4,2604931,250,106990454,63.77
2023,FutureTrust Finance,10566,1512.78,795,1182,49.91,62.33,1806607,166,212383789,38.81
2023,FutureTrust Finance,25353,1032.03,3083,1699,16.05,61.54,1009979,1998,554093116,39.53
2023,GreenCredit NBFC,43188,322.17,4821,1954,51.03,44.74,1674719,819,88617667,59.83
2023,Indifi Finance,38375,656.52,1262,889,53.05,85.21,2117422,1185,874142098,76.25
2023,Indifi Finance,10674,583.92,3548,1401,31.5,86.84,1699735,727,216846995,70.82
2022,EcoLend Capital,27272,1583.95,3086,1305,52.97,84.23,2774104,1679,545753242,53.18
2024,GreenCredit NBFC,26716,441.97,3277,1550,49.58,51.27,3559123,1646,764466198,55.74
2023,FutureTrust Finance,28740,983.35,751,587,17.28,55.09,791232,269,97120046,94.17
2025,Indifi Finance,28170,1374.37,3659,1931,41.06,87.42,1439209,781,642078445,56.33
2024,SustainFin Services,40162,1933.09,4761,738,51.71,70.71,376620,470,13168972,45.96
2024,SustainFin Services,16051,1998.56,3360,477,23.24,71.62,4114233,1810,584877483,55.03
2023,SustainFin Services,13070,1910.55,3805,604,51.83,60.85,630722,278,96756142,68.87
2022,FutureTrust Finance,34472,1464.66,1535,98,23.28,70.76,3673126,504,286209998,38.84
2023,FutureTrust Finance,47807,1518.24,4597,229,40.25,48.03,1582550,1932,592133071,42.63
2022,Bharat MicroFinance,39789,1542.5,895,376,30.22,87.47,1119574,749,524070950,40.4
2025,EcoLend Capital,25982,1738.95,3244,721,36.92,87.28,2923653,1786,817697399,65.56
2024,NextGen Lending,36518,1908.39,4754,1691,26.26,82.86,3298224,1924,377928637,54.04
2025,EcoLend Capital,24399,946.84,2146,1896,31.3,52.8,1510030,679,53330813,85.89
2022,EcoLend Capital,32313,891.37,2922,162,35.14,83.8,880019,799,128504617,45.09
2022,UrbanGrowth NBFC,21110,974.88,1723,1323,35.08,75.01,3302280,1493,226988463,74.55
2025,SustainFin Services,39816,1353.65,1883,579,54.76,52.31,2280406,440,441463019,68.25
2022,FutureTrust Finance,27353,1573.35,2006,1196,49.19,81.77,2665076,468,544705753,31.49
2025,SustainFin Services,33530,1754.03,309,1870,20.89,44.55,3847807,1759,200245049,52.4
2024,EcoLend Capital,5893,966.8,2447,1745,53.42,75.85,4539590,1334,43980267,40.64
2025,FutureTrust Finance,33724,790.41,991,231,37.73,89.87,3144367,237,789091574,51.47
2024,GreenCredit NBFC,31885,1968.37,2839,546,39.39,61.56,2210727,392,183737853,45.03
2025,Bharat MicroFinance,49560,540.59,1186,645,26.04,71.08,1349468,229,394577561,79.14
2022,Indifi Finance,18613,521.81,4083,1872,27.12,50.82,3085721,1401,197500678,93.73
2025,Indifi Finance,19316,1459.27,3925,732,20.52,63.33,1086182,1004,843852608,45.22
2022,EcoLend Capital,11087,441.35,272,730,48.18,45.41,2034732,1954,724544839,80.92
2025,NextGen Lending,40701,858.88,2964,953,34.33,74.77,2284068,1751,896669179,30.43
2025,SustainFin Services,23665,655.53,2682,860,18.9,78.64,4588836,1166,556157782,35.55
2023,GreenCredit NBFC,46032,420.55,4189,1045,32.77,69.42,4067144,468,567269302,53.75
2022,FutureTrust Finance,39148,1201.44,4005,996,28.62,77.05,695867,1161,716800240,44.79
2023,NextGen Lending,34622,809.67,791,185,42.6,74.49,3737856,1168,78659534,43.96
2022,SustainFin Services,35298,978.24,4410,1710,22.46,86.15,3817178,788,705559697,50.18
2023,EcoLend Capital,21867,472.14,224,1594,52.41,63.93,3042723,197,563108405,81.83
2024,SustainFin Services,46989,1558.95,2540,1663,46.25,66.92,4903383,1627,679095669,40.27
2025,EcoLend Capital,49741,697.95,1226,1503,30.66,58.61,4753604,145,36558652,49.41
2022,UrbanGrowth NBFC,18164,751.16,4099,594,22.53,57.64,3824643,253,652858039,80.91
2022,Indifi Finance,25163,579.09,4610,363,45.7,80.89,2323972,1782,632092150,82.4
2025,NextGen Lending,11101,925.37,1630,128,19.74,86.44,831016,435,440525522,32.71
2022,Indifi Finance,42722,980.8,1768,1295,18.49,55.49,4038599,937,216775398,56.26
2022,SustainFin Services,43721,1106.37,1312,399,42.19,60.97,3934082,424,343249008,58.7
2023,GreenCredit NBFC,44048,1938.38,4398,1305,23.01,57.62,2280217,1753,79422361,93.37
2022,FutureTrust Finance,38546,1818.91,2076,132,40.72,82.73,601877,1967,224951883,73.54
2024,EcoLend Capital,8475,1257.85,358,1377,29.21,87.39,847953,414,180570596,43.88
2024,FutureTrust Finance,9723,173.92,2808,923,18.83,85.1,1080027,601,518430200,49.6
2025,Indifi Finance,19890,1263.29,933,700,39.98,40.66,4128069,1883,442770979,75.1
2022,Bharat MicroFinance,28270,270.37,4654,1969,40.86,48.64,2538375,212,590894076,73.56
2025,GreenCredit NBFC,11713,1449.65,2228,534,36.61,84.76,4575232,1877,308073990,34.37
2024,GreenCredit NBFC,32853,841.15,964,379,28.95,66.26,1960579,682,377721928,83.58
2022,FutureTrust Finance,13601,1691.62,2737,929,51.55,58.87,2024183,1915,193876382,79.92
2022,Indifi Finance,22443,1890.81,391,689,42.21,60.35,2367189,1806,213296741,49.12
2025,Bharat MicroFinance,22984,892.51,443,1429,37.18,81.21,3085841,1301,588509973,46.14
2024,FutureTrust Finance,17735,975.06,1133,494,34.24,80.61,3654570,1729,13939326,39.81
2022,SustainFin Services,23617,1221.28,4878,1161,48.72,81.41,3149361,1955,11963070,58.95
2025,GreenCredit NBFC,31228,474.55,4130,1344,53.45,82.39,1850674,1953,100028074,55.07
2024,GreenCredit NBFC,47257,1861.93,1300,1614,37.29,43.47,4081875,780,469997771,30.74
2025,SustainFin Services,18974,922.7,932,1816,16.98,77.82,2724638,791,404449281,85.87
2023,Indifi Finance,49182,416.96,4252,1228,34.65,70.54,1291265,170,172605620,51.67
2022,GreenCredit NBFC,15623,1549.19,980,1861,40.82,52.69,1790178,939,660385951,41.72
2023,NextGen Lending,20395,516.39,993,63,47.7,69.63,1635164,1742,508722036,61.54
2024,Bharat MicroFinance,11469,372.71,3153,558,27.42,74.19,3314247,1713,636986995,83.47
2023,UrbanGrowth NBFC,30040,1169.46,2980,598,42.06,68.56,1083229,403,556427776,83.67
2023,UrbanGrowth NBFC,48473,1375.84,290,1557,16.85,57.63,4430791,548,390594904,52.36
2024,UrbanGrowth NBFC,8166,1182.17,2635,1942,29.06,52.23,4818082,700,641675843,71.35
2025,EcoLend Capital,26637,1347.37,1841,1289,26.96,44.32,4186612,1808,317473662,75.55
2023,NextGen Lending,7209,319.5,3558,1122,18.42,42.84,2825106,1259,463231909,36.02
2025,EcoLend Capital,13747,1004.43,4056,1820,43.08,57.62,823499,1879,666927532,44.41
2023,Indifi Finance,38067,778.34,3267,1515,29.74,51.83,2027770,1833,437679875,55.32
